cell_ID	range	bin	ratio	bio_ID	Index	run	label_short	dist_to_central_vein(pixels)	dist_to_portal_vein(pixels)	sum_distance	included	Hepatocyte
m5C_67_target8	(0.595,0.642]	1	0.6177884615384616	m5C	288	67	8	636	1028	1664	TRUE	TRUE
m3B_33_target8	(0.595,0.642]	1	0.6381832178598922	m3B	263	33	8	470	829	1299	TRUE	TRUE
m3B_57_target8	(0.595,0.642]	1	0.6231783483691881	m3B	202	57	8	543	898	1441	TRUE	TRUE
m3B_75_target4	(0.595,0.642]	1	0.6233254531126872	m3B	238	75	4	478	791	1269	TRUE	TRUE
m3B_76_target4	(0.595,0.642]	1	0.6325678496868476	m3B	240	76	4	528	909	1437	TRUE	TRUE
m3B_70_target8	(0.595,0.642]	1	0.5989847715736041	m3B	250	70	8	553	826	1379	TRUE	TRUE
m4A_01_target4	(0.642,0.69]	2	0.6759776536312849	m4A	2	1	4	348	726	1074	TRUE	TRUE
m4A_10_target4	(0.642,0.69]	2	0.6634016028495102	m4A	20	10	4	378	745	1123	TRUE	TRUE
m4A_13_target4	(0.642,0.69]	2	0.6549145299145299	m4A	48	13	4	323	613	936	TRUE	TRUE
m4A_16_target4	(0.642,0.69]	2	0.6620825147347741	m4A	54	16	4	344	674	1018	TRUE	TRUE
m4A_49_target4	(0.642,0.69]	2	0.6760082023239918	m4A	186	49	4	474	989	1463	TRUE	TRUE
m4A_53_target8	(0.642,0.69]	2	0.6736474694589878	m4A	216	53	8	561	1158	1719	TRUE	TRUE
m5C_03_target4	(0.642,0.69]	2	0.686247408431237	m5C	6	3	4	454	993	1447	TRUE	TRUE
m5C_05_target4	(0.642,0.69]	2	0.6548974943052391	m5C	10	5	4	909	1725	2634	TRUE	TRUE
m5C_15_target4	(0.642,0.69]	2	0.6515873015873016	m5C	52	15	4	439	821	1260	TRUE	TRUE
m5C_13_target8	(0.642,0.69]	2	0.6748188405797102	m5C	70	13	8	359	745	1104	TRUE	TRUE
m5C_22_target8	(0.642,0.69]	2	0.6450777202072538	m5C	88	22	8	274	498	772	TRUE	TRUE
m5C_26_target8	(0.642,0.69]	2	0.6650246305418719	m5C	118	26	8	408	810	1218	TRUE	TRUE
m5C_40_target8	(0.642,0.69]	2	0.66996699669967	m5C	168	40	8	400	812	1212	TRUE	TRUE
m5C_41_target8	(0.642,0.69]	2	0.6689734717416378	m5C	170	41	8	574	1160	1734	TRUE	TRUE
m5C_53_target4	(0.642,0.69]	2	0.654320987654321	m5C	194	53	4	308	583	891	TRUE	TRUE
m5C_60_target4	(0.642,0.69]	2	0.6629526462395543	m5C	230	60	4	242	476	718	TRUE	TRUE
m5C_72_target4	(0.642,0.69]	2	0.6529017857142857	m5C	276	72	4	311	585	896	TRUE	TRUE
m5C_77_target4	(0.642,0.69]	2	0.675473865594486	m5C	286	77	4	565	1176	1741	TRUE	TRUE
m3B_23_target8	(0.642,0.69]	2	0.6462522851919561	m3B	243	23	8	387	707	1094	TRUE	TRUE
m3B_68_target4	(0.642,0.69]	2	0.6439195100612424	m3B	224	68	4	407	736	1143	TRUE	TRUE
m4A_09_target8	(0.69,0.737]	3	0.7344827586206897	m4A	40	9	8	308	852	1160	TRUE	TRUE
m4A_12_target8	(0.69,0.737]	3	0.7098865478119936	m4A	68	12	8	358	876	1234	TRUE	TRUE
m4A_18_target8	(0.69,0.737]	3	0.6972147349505841	m4A	80	18	8	337	776	1113	TRUE	TRUE
m4A_31_target4	(0.69,0.737]	3	0.724390243902439	m4A	106	31	4	339	891	1230	TRUE	TRUE
m4A_36_target4	(0.69,0.737]	3	0.6960882647943831	m4A	138	36	4	303	694	997	TRUE	TRUE
m4A_39_target8	(0.69,0.737]	3	0.7219959266802444	m4A	166	39	8	273	709	982	TRUE	TRUE
m4A_45_target4	(0.69,0.737]	3	0.702920443101712	m4A	178	45	4	295	698	993	TRUE	TRUE
m4A_50_target8	(0.69,0.737]	3	0.7207654145995748	m4A	210	50	8	394	1017	1411	TRUE	TRUE
m4A_56_target8	(0.69,0.737]	3	0.73635806253832	m4A	244	56	8	430	1201	1631	TRUE	TRUE
m4A_63_target8	(0.69,0.737]	3	0.696248856358646	m4A	258	63	8	332	761	1093	TRUE	TRUE
m4A_66_target8	(0.69,0.737]	3	0.7349397590361446	m4A	264	66	8	440	1220	1660	TRUE	TRUE
m5C_02_target4	(0.69,0.737]	3	0.7329268292682927	m5C	4	2	4	219	601	820	TRUE	TRUE
m5C_11_target8	(0.69,0.737]	3	0.7308461025982678	m5C	44	11	8	404	1097	1501	TRUE	TRUE
m5C_21_target8	(0.69,0.737]	3	0.7091549295774648	m5C	86	21	8	413	1007	1420	TRUE	TRUE
m5C_24_target4	(0.69,0.737]	3	0.714170692431562	m5C	92	24	4	355	887	1242	TRUE	TRUE
m5C_28_target4	(0.69,0.737]	3	0.703125	m5C	100	28	4	475	1125	1600	TRUE	TRUE
m5C_24_target8	(0.69,0.737]	3	0.7092113184828417	m5C	114	24	8	483	1178	1661	TRUE	TRUE
m5C_36_target8	(0.69,0.737]	3	0.7159367396593674	m5C	160	36	8	467	1177	1644	TRUE	TRUE
m5C_52_target8	(0.69,0.737]	3	0.7019817073170732	m5C	214	52	8	391	921	1312	TRUE	TRUE
m5C_56_target4	(0.69,0.737]	3	0.7148347425057648	m5C	222	56	4	371	930	1301	TRUE	TRUE
m5C_63_target4	(0.69,0.737]	3	0.7231746031746031	m5C	236	63	4	436	1139	1575	TRUE	TRUE
m5C_65_target4	(0.69,0.737]	3	0.6985401459854015	m5C	240	65	4	413	957	1370	TRUE	TRUE
m5C_68_target4	(0.69,0.737]	3	0.7060367454068242	m5C	268	68	4	448	1076	1524	TRUE	TRUE
m5C_69_target4	(0.69,0.737]	3	0.6923480083857443	m5C	270	69	4	587	1321	1908	TRUE	TRUE
m5C_75_target4	(0.69,0.737]	3	0.7034795763993948	m5C	282	75	4	392	930	1322	TRUE	TRUE
m5C_74_target8	(0.69,0.737]	3	0.7351851851851852	m5C	302	74	8	286	794	1080	TRUE	TRUE
m3B_22_target8	(0.69,0.737]	3	0.696	m3B	219	22	8	456	1044	1500	TRUE	TRUE
m3B_28_target4	(0.69,0.737]	3	0.7150916784203103	m3B	231	28	4	404	1014	1418	TRUE	TRUE
m3B_26_target8	(0.69,0.737]	3	0.7360730593607306	m3B	249	26	8	289	806	1095	TRUE	TRUE
m3B_31_target8	(0.69,0.737]	3	0.7158516020236088	m3B	259	31	8	337	849	1186	TRUE	TRUE
m3B_53_target4	(0.69,0.737]	3	0.7054871220604704	m3B	150	53	4	263	630	893	TRUE	TRUE
m3B_57_target4	(0.69,0.737]	3	0.734338747099768	m3B	180	57	4	229	633	862	TRUE	TRUE
m3B_63_target4	(0.69,0.737]	3	0.7345537757437071	m3B	192	63	4	232	642	874	TRUE	TRUE
m3B_69_target8	(0.69,0.737]	3	0.7132936507936508	m3B	248	69	8	289	719	1008	TRUE	TRUE
m4A_22_target8	(0.737,0.785]	4	0.7478042659974906	m4A	88	22	8	201	596	797	TRUE	TRUE
m4A_28_target8	(0.737,0.785]	4	0.7571728481455563	m4A	122	28	8	347	1082	1429	TRUE	TRUE
m4A_31_target8	(0.737,0.785]	4	0.7839721254355401	m4A	128	31	8	310	1125	1435	TRUE	TRUE
m4A_47_target4	(0.737,0.785]	4	0.7818930041152263	m4A	182	47	4	159	570	729	TRUE	TRUE
m4A_55_target8	(0.737,0.785]	4	0.7757166947723441	m4A	220	55	8	266	920	1186	TRUE	TRUE
m4A_56_target4	(0.737,0.785]	4	0.7416666666666667	m4A	222	56	4	248	712	960	TRUE	TRUE
m4A_57_target4	(0.737,0.785]	4	0.7659574468085106	m4A	224	57	4	275	900	1175	TRUE	TRUE
m4A_71_target4	(0.737,0.785]	4	0.7647690655209453	m4A	274	71	4	438	1424	1862	TRUE	TRUE
m5C_04_target4	(0.737,0.785]	4	0.7403846153846154	m5C	8	4	4	540	1540	2080	TRUE	TRUE
m5C_19_target8	(0.737,0.785]	4	0.7533422459893048	m5C	82	19	8	369	1127	1496	TRUE	TRUE
m5C_33_target8	(0.737,0.785]	4	0.7661870503597122	m5C	132	33	8	195	639	834	TRUE	TRUE
m5C_35_target8	(0.737,0.785]	4	0.7437407952871871	m5C	158	35	8	348	1010	1358	TRUE	TRUE
m5C_46_target4	(0.737,0.785]	4	0.7816	m5C	180	46	4	273	977	1250	TRUE	TRUE
m5C_50_target4	(0.737,0.785]	4	0.7607542722451385	m5C	188	50	4	406	1291	1697	TRUE	TRUE
m5C_51_target8	(0.737,0.785]	4	0.757177033492823	m5C	212	51	8	406	1266	1672	TRUE	TRUE
m5C_66_target4	(0.737,0.785]	4	0.7549956559513467	m5C	242	66	4	282	869	1151	TRUE	TRUE
m3B_16_target4	(0.737,0.785]	4	0.7708066581306018	m3B	185	16	4	179	602	781	TRUE	TRUE
m3B_20_target8	(0.737,0.785]	4	0.7438551099611902	m3B	215	20	8	198	575	773	TRUE	TRUE
m3B_23_target4	(0.737,0.785]	4	0.7627314814814815	m3B	221	23	4	205	659	864	TRUE	TRUE
m3B_27_target4	(0.737,0.785]	4	0.7765486725663717	m3B	229	27	4	202	702	904	TRUE	TRUE
m3B_40_target8	(0.737,0.785]	4	0.7444543034605147	m3B	299	40	8	288	839	1127	TRUE	TRUE
m3B_59_target4	(0.737,0.785]	4	0.7478684531059683	m3B	184	59	4	207	614	821	TRUE	TRUE
m3B_69_target4	(0.737,0.785]	4	0.7832292595896521	m3B	226	69	4	243	878	1121	TRUE	TRUE
m3B_70_target4	(0.737,0.785]	4	0.7533818938605619	m3B	228	70	4	237	724	961	TRUE	TRUE
m3B_68_target8	(0.737,0.785]	4	0.778698224852071	m3B	246	68	8	187	658	845	TRUE	TRUE
m4A_02_target4	(0.785,0.832]	5	0.8174904942965779	m4A	4	2	4	192	860	1052	TRUE	TRUE
m4A_05_target8	(0.785,0.832]	5	0.8285714285714286	m4A	32	5	8	258	1247	1505	TRUE	TRUE
m4A_12_target4	(0.785,0.832]	5	0.8066420664206642	m4A	46	12	4	262	1093	1355	TRUE	TRUE
m4A_29_target4	(0.785,0.832]	5	0.8017937219730942	m4A	102	29	4	221	894	1115	TRUE	TRUE
m4A_29_target8	(0.785,0.832]	5	0.7903614457831325	m4A	124	29	8	348	1312	1660	TRUE	TRUE
m4A_61_target4	(0.785,0.832]	5	0.8097306689834927	m4A	232	61	4	219	932	1151	TRUE	TRUE
m4A_66_target4	(0.785,0.832]	5	0.7907211296016137	m4A	242	66	4	415	1568	1983	TRUE	TRUE
m5C_17_target8	(0.785,0.832]	5	0.7901946647440519	m5C	78	17	8	291	1096	1387	TRUE	TRUE
m5C_27_target4	(0.785,0.832]	5	0.8075780089153046	m5C	98	27	4	259	1087	1346	TRUE	TRUE
m5C_32_target4	(0.785,0.832]	5	0.8185782817269952	m5C	108	32	4	416	1877	2293	TRUE	TRUE
m5C_28_target8	(0.785,0.832]	5	0.7990654205607477	m5C	122	28	8	215	855	1070	TRUE	TRUE
m5C_37_target8	(0.785,0.832]	5	0.8143534994068802	m5C	162	37	8	313	1373	1686	TRUE	TRUE
m5C_39_target8	(0.785,0.832]	5	0.7863105175292153	m5C	166	39	8	256	942	1198	TRUE	TRUE
m5C_53_target8	(0.785,0.832]	5	0.8016581632653061	m5C	216	53	8	311	1257	1568	TRUE	TRUE
m5C_56_target8	(0.785,0.832]	5	0.8155935173017959	m5C	244	56	8	421	1862	2283	TRUE	TRUE
m5C_68_target8	(0.785,0.832]	5	0.7855345911949686	m5C	290	68	8	341	1249	1590	TRUE	TRUE
m3B_41_target8	(0.785,0.832]	5	0.8063943161634103	m3B	301	41	8	218	908	1126	TRUE	TRUE
m3B_62_target4	(0.785,0.832]	5	0.8202099737532809	m3B	190	62	4	137	625	762	TRUE	TRUE
m3B_65_target8	(0.785,0.832]	5	0.80545229244114	m3B	218	65	8	157	650	807	TRUE	TRUE
m3B_67_target8	(0.785,0.832]	5	0.7998212689901698	m3B	244	67	8	224	895	1119	TRUE	TRUE
m3B_75_target8	(0.785,0.832]	5	0.8307210031347962	m3B	260	75	8	162	795	957	TRUE	TRUE
m4A_03_target4	(0.832,0.88]	6	0.8565254969749352	m4A	6	3	4	166	991	1157	TRUE	TRUE
m4A_06_target4	(0.832,0.88]	6	0.8667466986794717	m4A	12	6	4	222	1444	1666	TRUE	TRUE
m4A_08_target4	(0.832,0.88]	6	0.8453768453768454	m4A	16	8	4	199	1088	1287	TRUE	TRUE
m4A_19_target8	(0.832,0.88]	6	0.8370508054522925	m4A	82	19	8	263	1351	1614	TRUE	TRUE
m4A_25_target8	(0.832,0.88]	6	0.8451208594449419	m4A	116	25	8	173	944	1117	TRUE	TRUE
m4A_48_target4	(0.832,0.88]	6	0.8485804416403786	m4A	184	48	4	240	1345	1585	TRUE	TRUE
m4A_50_target4	(0.832,0.88]	6	0.8602554470323065	m4A	188	50	4	186	1145	1331	TRUE	TRUE
m4A_53_target4	(0.832,0.88]	6	0.8602794411177644	m4A	194	53	4	210	1293	1503	TRUE	TRUE
m4A_58_target4	(0.832,0.88]	6	0.8424599831508003	m4A	226	58	4	187	1000	1187	TRUE	TRUE
m4A_60_target4	(0.832,0.88]	6	0.8477157360406091	m4A	230	60	4	150	835	985	TRUE	TRUE
m4A_57_target8	(0.832,0.88]	6	0.842741935483871	m4A	246	57	8	156	836	992	TRUE	TRUE
m4A_59_target8	(0.832,0.88]	6	0.8461538461538461	m4A	250	59	8	158	869	1027	TRUE	TRUE
m4A_65_target8	(0.832,0.88]	6	0.8653061224489796	m4A	262	65	8	165	1060	1225	TRUE	TRUE
m4A_74_target4	(0.832,0.88]	6	0.8647711511789181	m4A	280	74	4	195	1247	1442	TRUE	TRUE
m4A_75_target4	(0.832,0.88]	6	0.8724247226624405	m4A	282	75	4	161	1101	1262	TRUE	TRUE
m4A_74_target8	(0.832,0.88]	6	0.8605577689243028	m4A	302	74	8	175	1080	1255	TRUE	TRUE
m5C_01_target8	(0.832,0.88]	6	0.8427672955974843	m5C	24	1	8	200	1072	1272	TRUE	TRUE
m5C_22_target4	(0.832,0.88]	6	0.8389715832205683	m5C	66	22	4	238	1240	1478	TRUE	TRUE
m5C_16_target8	(0.832,0.88]	6	0.8540540540540541	m5C	76	16	8	243	1422	1665	TRUE	TRUE
m5C_62_target4	(0.832,0.88]	6	0.8493353028064993	m5C	234	62	4	204	1150	1354	TRUE	TRUE
m5C_64_target4	(0.832,0.88]	6	0.8482668410725964	m5C	238	64	4	232	1297	1529	TRUE	TRUE
m5C_71_target4	(0.832,0.88]	6	0.8551401869158879	m5C	274	71	4	248	1464	1712	TRUE	TRUE
m5C_72_target8	(0.832,0.88]	6	0.8345679012345679	m5C	298	72	8	134	676	810	TRUE	TRUE
m3B_44_target4	(0.832,0.88]	6	0.847877358490566	m3B	285	44	4	129	719	848	TRUE	TRUE
m3B_38_target8	(0.832,0.88]	6	0.835506519558676	m3B	295	38	8	164	833	997	TRUE	TRUE
m3B_71_target4	(0.832,0.88]	6	0.8675263774912075	m3B	230	71	4	113	740	853	TRUE	TRUE
m3B_71_target8	(0.832,0.88]	6	0.8383838383838383	m3B	252	71	8	96	498	594	TRUE	TRUE
m4A_14_target8	(0.88,0.927]	7	0.8923728813559322	m4A	72	14	8	127	1053	1180	TRUE	TRUE
m4A_20_target8	(0.88,0.927]	7	0.8836501901140684	m4A	84	20	8	153	1162	1315	TRUE	TRUE
m4A_51_target4	(0.88,0.927]	7	0.8958885941644562	m4A	190	51	4	157	1351	1508	TRUE	TRUE
m4A_64_target4	(0.88,0.927]	7	0.8983855650522318	m4A	238	64	4	107	946	1053	TRUE	TRUE
m5C_08_target8	(0.88,0.927]	7	0.8870547350130321	m5C	38	8	8	130	1021	1151	TRUE	TRUE
m5C_17_target4	(0.88,0.927]	7	0.9135446685878963	m5C	56	17	4	90	951	1041	TRUE	TRUE
m5C_31_target8	(0.88,0.927]	7	0.9071186440677966	m5C	128	31	8	137	1338	1475	TRUE	TRUE
m5C_58_target8	(0.88,0.927]	7	0.9016736401673641	m5C	248	58	8	94	862	956	TRUE	TRUE
m4A_65_target4	(0.927,0.975]	8	0.956989247311828	m4A	240	65	4	48	1068	1116	TRUE	TRUE
m5C_18_target8	(0.927,0.975]	8	0.9392117568470274	m5C	80	18	8	91	1406	1497	TRUE	TRUE
m5C_73_target4	(0.927,0.975]	8	0.9575625680087051	m5C	278	73	4	39	880	919	TRUE	TRUE
m5C_76_target4	(0.927,0.975]	8	0.9554655870445344	m5C	284	76	4	66	1416	1482	TRUE	TRUE
m3B_26_target4	(0.927,0.975]	8	0.9530201342281879	m3B	227	26	4	49	994	1043	TRUE	TRUE
m3B_46_target8	(0.927,0.975]	8	0.9518201284796574	m3B	158	46	8	45	889	934	TRUE	TRUE
m3B_76_target8	(0.927,0.975]	8	0.9748358862144421	m3B	262	76	8	23	891	914	TRUE	TRUE
m1A_01_target4	NA	NA	0.2987897125567322	m1A	2	1	4	927	395	1322	FALSE	FALSE
m1A_02_target4	NA	NA	0.23790642347343377	m1A	4	2	4	961	300	1261	FALSE	FALSE
m1A_03_target4	NA	NA	0.1555221637866266	m1A	6	3	4	1124	207	1331	FALSE	FALSE
m1A_04_target4	NA	NA	0.2120689655172414	m1A	8	4	4	914	246	1160	FALSE	FALSE
m1A_05_target4	NA	NA	0.6208829712683952	m1A	10	5	4	541	886	1427	FALSE	FALSE
m1A_06_target4	NA	NA	0.3230769230769231	m1A	12	6	4	880	420	1300	FALSE	FALSE
m1A_07_target4	NA	NA	0.09343200740055504	m1A	14	7	4	980	101	1081	FALSE	FALSE
m1A_08_target4	NA	NA	0.8827470686767169	m1A	16	8	4	140	1054	1194	FALSE	FALSE
m1A_09_target4	NA	NA	0.5453920220082531	m1A	18	9	4	661	793	1454	FALSE	FALSE
m1A_10_target4	NA	NA	0.35865384615384616	m1A	20	10	4	667	373	1040	FALSE	FALSE
m1A_11_target4	NA	NA	0.7820844099913867	m1A	22	11	4	253	908	1161	FALSE	FALSE
m1A_01_target8	NA	NA	0.5656565656565656	m1A	24	1	8	516	672	1188	FALSE	FALSE
m1A_02_target8	NA	NA	0.778421433743664	m1A	26	2	8	306	1075	1381	FALSE	FALSE
m1A_03_target8	NA	NA	0.4251798561151079	m1A	28	3	8	799	591	1390	FALSE	FALSE
m1A_04_target8	NA	NA	0.3539568345323741	m1A	30	4	8	898	492	1390	FALSE	FALSE
m1A_05_target8	NA	NA	0.4605026929982047	m1A	32	5	8	601	513	1114	FALSE	FALSE
m1A_06_target8	NA	NA	0.54858934169279	m1A	34	6	8	432	525	957	FALSE	FALSE
m1A_07_target8	NA	NA	0.2028169014084507	m1A	36	7	8	1132	288	1420	FALSE	FALSE
m1A_08_target8	NA	NA	0.5590200445434298	m1A	38	8	8	594	753	1347	FALSE	FALSE
m1A_09_target8	NA	NA	0.2719665271966527	m1A	40	9	8	870	325	1195	FALSE	FALSE
m1A_10_target8	NA	NA	0.7034246575342465	m1A	42	10	8	433	1027	1460	FALSE	FALSE
m4A_23_target8	NA	NA	0.06814159292035399	m4A	112	23	8	1053	77	1130	FALSE	FALSE
m4A_42_target4	NA	NA	0.5085536547433903	m4A	150	42	4	948	981	1929	FALSE	FALSE
m4A_58_target8	NA	NA	0.28934624697336564	m4A	248	58	8	587	239	826	FALSE	FALSE
m4A_67_target4	NA	NA	0.8775720164609053	m4A	266	67	4	238	1706	1944	FALSE	FALSE
m5C_09_target4	NA	NA	0.6288401253918495	m5C	18	9	4	592	1003	1595	FALSE	FALSE
m5C_11_target4	NA	NA	0.8895939086294417	m5C	22	11	4	174	1402	1576	FALSE	FALSE
m5C_16_target4	NA	NA	0.9563172043010753	m5C	54	16	4	65	1423	1488	FALSE	FALSE
m5C_33_target4	NA	NA	0.5337726523887973	m5C	110	33	4	566	648	1214	FALSE	FALSE
m5C_29_target8	NA	NA	0.9025735294117647	m5C	124	29	8	106	982	1088	FALSE	FALSE
m5C_51_target4	NA	NA	0.5565031982942431	m5C	190	51	4	832	1044	1876	FALSE	FALSE
m5C_60_target8	NA	NA	0.5842696629213483	m5C	252	60	8	444	624	1068	FALSE	FALSE
m5C_74_target4	NA	NA	0.8117457763475463	m5C	280	74	4	234	1009	1243	FALSE	FALSE
m5C_73_target8	NA	NA	0.665893271461717	m5C	300	73	8	432	861	1293	FALSE	FALSE
m3B_06_target4	NA	NA	0.40993788819875776	m3B	143	6	4	1330	924	2254	FALSE	FALSE
m3B_07_target4	NA	NA	0.41544401544401544	m3B	145	7	4	757	538	1295	FALSE	FALSE
m3B_08_target4	NA	NA	0.028747433264887063	m3B	147	8	4	946	28	974	FALSE	FALSE
m3B_09_target4	NA	NA	0.3758300132802125	m3B	149	9	4	470	283	753	FALSE	FALSE
m3B_11_target4	NA	NA	0.5084317032040472	m3B	153	11	4	583	603	1186	FALSE	FALSE
m3B_03_target8	NA	NA	0.8421052631578947	m3B	159	3	8	207	1104	1311	FALSE	FALSE
m3B_04_target8	NA	NA	0.24705882352941178	m3B	161	4	8	704	231	935	FALSE	FALSE
m3B_05_target8	NA	NA	0.3867753623188406	m3B	163	5	8	677	427	1104	FALSE	FALSE
m3B_08_target8	NA	NA	0.510989010989011	m3B	169	8	8	623	651	1274	FALSE	FALSE
m3B_09_target8	NA	NA	0.27977839335180055	m3B	171	9	8	1040	404	1444	FALSE	FALSE
m3B_14_target4	NA	NA	0.8336557059961315	m3B	181	14	4	172	862	1034	FALSE	FALSE
m3B_18_target4	NA	NA	0.10252100840336134	m3B	189	18	4	534	61	595	FALSE	FALSE
m3B_13_target8	NA	NA	0.3696402168555939	m3B	201	13	8	1279	750	2029	FALSE	FALSE
m3B_14_target8	NA	NA	0.47732426303854875	m3B	203	14	8	461	421	882	FALSE	FALSE
m3B_17_target8	NA	NA	0.28059440559440557	m3B	209	17	8	823	321	1144	FALSE	FALSE
m3B_19_target8	NA	NA	0.7982740021574973	m3B	213	19	8	187	740	927	FALSE	FALSE
m3B_21_target8	NA	NA	0.664886515353805	m3B	217	21	8	502	996	1498	FALSE	FALSE
m3B_31_target4	NA	NA	0.8544809228039042	m3B	237	31	4	164	963	1127	FALSE	FALSE
m3B_33_target4	NA	NA	0.38606965174129354	m3B	241	33	4	617	388	1005	FALSE	FALSE
m3B_28_target8	NA	NA	0.43593519882179677	m3B	253	28	8	383	296	679	FALSE	FALSE
m3B_29_target8	NA	NA	0.49409780775716694	m3B	255	29	8	300	293	593	FALSE	FALSE
m3B_38_target4	NA	NA	0.6963162623539982	m3B	273	38	4	338	775	1113	FALSE	FALSE
m3B_39_target4	NA	NA	0.47988223748773307	m3B	275	39	4	530	489	1019	FALSE	FALSE
m3B_40_target4	NA	NA	0.9553679131483716	m3B	277	40	4	37	792	829	FALSE	FALSE
m3B_41_target4	NA	NA	0.6633165829145728	m3B	279	41	4	268	528	796	FALSE	FALSE
m3B_36_target8	NA	NA	0.1827637444279346	m3B	291	36	8	1100	246	1346	FALSE	FALSE
m3B_39_target8	NA	NA	0.499546690843155	m3B	297	39	8	552	551	1103	FALSE	FALSE
m3B_49_target4	NA	NA	0.5088082901554404	m3B	142	49	4	948	982	1930	FALSE	FALSE
m3B_51_target4	NA	NA	0.13238095238095238	m3B	146	51	4	911	139	1050	FALSE	FALSE
m3B_52_target4	NA	NA	0.48511576626240355	m3B	148	52	4	467	440	907	FALSE	FALSE
m3B_54_target4	NA	NA	0.44601769911504424	m3B	152	54	4	626	504	1130	FALSE	FALSE
m3B_47_target8	NA	NA	0.41825613079019075	m3B	160	47	8	427	307	734	FALSE	FALSE
m3B_48_target8	NA	NA	0.21160409556313994	m3B	162	48	8	693	186	879	FALSE	FALSE
m3B_56_target4	NA	NA	0.4208715596330275	m3B	178	56	4	505	367	872	FALSE	FALSE
m3B_64_target4	NA	NA	0.2143474503025065	m3B	194	64	4	909	248	1157	FALSE	FALSE
m3B_65_target4	NA	NA	0.5456760048721072	m3B	196	65	4	373	448	821	FALSE	FALSE
m3B_61_target8	NA	NA	0.13504611330698288	m3B	210	61	8	1313	205	1518	FALSE	FALSE
m3B_64_target8	NA	NA	0.8983957219251337	m3B	216	64	8	76	672	748	FALSE	FALSE
m3B_77_target4	NA	NA	0.7680776014109347	m3B	242	77	4	263	871	1134	FALSE	FALSE
m3B_72_target8	NA	NA	0.0847457627118644	m3B	254	72	8	756	70	826	FALSE	FALSE
m1A_11_target8	NA	NA	NA	m1A	44	11	8	NA	NA	NA	FALSE	FALSE
m1A_12_target4	NA	NA	NA	m1A	46	12	4	NA	NA	NA	FALSE	FALSE
m1A_13_target4	NA	NA	NA	m1A	48	13	4	NA	NA	NA	FALSE	FALSE
m1A_14_target4	NA	NA	NA	m1A	50	14	4	NA	NA	NA	FALSE	FALSE
m1A_15_target4	NA	NA	NA	m1A	52	15	4	NA	NA	NA	FALSE	FALSE
m1A_16_target4	NA	NA	NA	m1A	54	16	4	NA	NA	NA	FALSE	FALSE
m1A_17_target4	NA	NA	NA	m1A	56	17	4	NA	NA	NA	FALSE	FALSE
m1A_18_target4	NA	NA	NA	m1A	58	18	4	NA	NA	NA	FALSE	FALSE
m1A_19_target4	NA	NA	NA	m1A	60	19	4	NA	NA	NA	FALSE	FALSE
m1A_20_target4	NA	NA	NA	m1A	62	20	4	NA	NA	NA	FALSE	FALSE
m1A_21_target4	NA	NA	NA	m1A	64	21	4	NA	NA	NA	FALSE	FALSE
m1A_22_target4	NA	NA	NA	m1A	66	22	4	NA	NA	NA	FALSE	FALSE
m1A_12_target8	NA	NA	NA	m1A	68	12	8	NA	NA	NA	FALSE	FALSE
m1A_13_target8	NA	NA	NA	m1A	70	13	8	NA	NA	NA	FALSE	FALSE
m1A_14_target8	NA	NA	NA	m1A	72	14	8	NA	NA	NA	FALSE	FALSE
m1A_15_target8	NA	NA	NA	m1A	74	15	8	NA	NA	NA	FALSE	FALSE
m1A_16_target8	NA	NA	NA	m1A	76	16	8	NA	NA	NA	FALSE	FALSE
m1A_17_target8	NA	NA	NA	m1A	78	17	8	NA	NA	NA	FALSE	FALSE
m1A_18_target8	NA	NA	NA	m1A	80	18	8	NA	NA	NA	FALSE	FALSE
m1A_19_target8	NA	NA	NA	m1A	82	19	8	NA	NA	NA	FALSE	FALSE
m1A_20_target8	NA	NA	NA	m1A	84	20	8	NA	NA	NA	FALSE	FALSE
m1A_21_target8	NA	NA	NA	m1A	86	21	8	NA	NA	NA	FALSE	FALSE
m1A_22_target8	NA	NA	NA	m1A	88	22	8	NA	NA	NA	FALSE	FALSE
m1A_23_target4	NA	NA	NA	m1A	90	23	4	NA	NA	NA	FALSE	FALSE
m1A_24_target4	NA	NA	NA	m1A	92	24	4	NA	NA	NA	FALSE	FALSE
m1A_25_target4	NA	NA	NA	m1A	94	25	4	NA	NA	NA	FALSE	FALSE
m1A_26_target4	NA	NA	NA	m1A	96	26	4	NA	NA	NA	FALSE	FALSE
m1A_27_target4	NA	NA	NA	m1A	98	27	4	NA	NA	NA	FALSE	FALSE
m1A_28_target4	NA	NA	NA	m1A	100	28	4	NA	NA	NA	FALSE	FALSE
m1A_29_target4	NA	NA	NA	m1A	102	29	4	NA	NA	NA	FALSE	FALSE
m1A_30_target4	NA	NA	NA	m1A	104	30	4	NA	NA	NA	FALSE	FALSE
m1A_31_target4	NA	NA	NA	m1A	106	31	4	NA	NA	NA	FALSE	FALSE
m1A_32_target4	NA	NA	NA	m1A	108	32	4	NA	NA	NA	FALSE	FALSE
m1A_33_target4	NA	NA	NA	m1A	110	33	4	NA	NA	NA	FALSE	FALSE
m1A_23_target8	NA	NA	NA	m1A	112	23	8	NA	NA	NA	FALSE	FALSE
m1A_24_target8	NA	NA	NA	m1A	114	24	8	NA	NA	NA	FALSE	FALSE
